pid,gid,gsize,time,friend,fid,self_other,liking,incentive,age,race,sex
75,32,3,2,1,74,2,3.666666667,1,19,1,1
75,32,3,2,2,73,2,1.333333333,1,19,1,1
75,32,3,3,1,74,2,2,1,19,1,1
75,32,3,3,2,73,2,2,1,19,1,1
75,32,3,4,1,74,2,1,1,19,1,1
75,32,3,4,2,73,2,1,1,19,1,1
75,32,3,5,1,74,2,5.75,1,19,1,1
75,32,3,5,2,73,2,1.25,1,19,1,1
76,33,3,1,1,78,2,7,1,18,1,1
76,33,3,2,1,78,2,6,1,18,1,1
76,33,3,3,1,78,2,5,1,18,1,1
76,33,3,4,1,78,2,5,1,18,1,1
76,33,3,5,1,78,2,6,1,18,1,1
77,33,3,1,2,78,2,2,1,19,7,1
77,33,3,2,2,78,2,3,1,19,7,1
77,33,3,4,2,78,2,2.333333333,1,19,7,1
77,33,3,5,2,78,2,4,1,19,7,1
78,33,3,1,1,76,2,7,0,18,1,1
78,33,3,2,1,76,2,5,0,18,1,1
78,33,3,3,1,76,2,6,0,18,1,1
78,33,3,4,1,76,2,5,0,18,1,1
78,33,3,5,1,76,2,6,0,18,1,1
79,34,4,1,1,80,2,4,0,18,3,3
79,34,4,1,3,82,2,6,0,18,3,3
79,34,4,2,1,80,2,4,0,18,3,3
79,34,4,2,3,82,2,5,0,18,3,3
79,34,4,3,1,80,2,4,0,18,3,3
79,34,4,3,3,82,2,5,0,18,3,3
79,34,4,4,1,80,2,3,0,18,3,3
79,34,4,4,3,82,2,5,0,18,3,3
79,34,4,5,1,80,2,4,0,18,3,3
79,34,4,5,3,82,2, ,0,18,3,3
80,34,4,1,3,82,2,3,1,18,8,3
80,34,4,2,3,82,2,2.333333333,1,18,8,3
80,34,4,4,3,82,2,1,1,18,8,3
80,34,4,5,3,82,2,2.75,1,18,8,3
82,34,4,1,1,79,2,5,1,18,2,1
82,34,4,1,2,80,2,2.5,1,18,2,1
82,34,4,2,1,79,2,4.666666667,1,18,2,1
82,34,4,2,2,80,2,2.333333333,1,18,2,1
82,34,4,3,1,79,2,5.333333333,1,18,2,1
82,34,4,3,2,80,2,3,1,18,2,1
82,34,4,4,1,79,2,3.333333333,1,18,2,1
82,34,4,4,2,80,2,1,1,18,2,1
82,34,4,5,1,79,2,5,1,18,2,1
82,34,4,5,2,80,2,2.5,1,18,2,1
83,35,4,1,1,84,2,5.75,1,20,1,3
83,35,4,1,2,85,2,3.25,1,20,1,3
83,35,4,1,3,86,2,5.75,1,20,1,3
83,35,4,2,1,84,2,5,1,20,1,3
83,35,4,2,2,85,2,4,1,20,1,3
83,35,4,2,3,86,2,5,1,20,1,3
83,35,4,3,1,84,2,4.666666667,1,20,1,3
83,35,4,3,2,85,2,4.666666667,1,20,1,3
83,35,4,3,3,86,2,5,1,20,1,3
83,35,4,4,1,84,2,5.666666667,1,20,1,3
83,35,4,4,2,85,2,3.666666667,1,20,1,3
83,35,4,4,3,86,2,5,1,20,1,3
83,35,4,5,1,84,2,5.75,1,20,1,3
83,35,4,5,2,85,2,4.25,1,20,1,3
83,35,4,5,3,86,2,5.25,1,20,1,3
84,35,4,1,1,83,2,5.25,0,18,1,3
84,35,4,1,2,85,2,4.75,0,18,1,3
84,35,4,1,3,86,2,6,0,18,1,3
84,35,4,2,1,83,2,5,0,18,1,3
84,35,4,2,2,85,2,5,0,18,1,3
84,35,4,2,3,86,2,3,0,18,1,3
84,35,4,4,1,83,2,5,0,18,1,3
84,35,4,4,2,85,2,6,0,18,1,3
84,35,4,4,3,86,2,6,0,18,1,3
84,35,4,5,1,83,2,6,0,18,1,3
84,35,4,5,2,85,2,6,0,18,1,3
84,35,4,5,3,86,2, ,0,18,1,3
85,35,4,1,1,83,2,4.25,1,18,8,3
85,35,4,1,2,84,2,6.5,1,18,8,3
85,35,4,1,3,86,2,6,1,18,8,3
85,35,4,2,1,83,2,5.666666667,1,18,8,3
85,35,4,2,2,84,2,6,1,18,8,3
85,35,4,2,3,86,2,6,1,18,8,3
85,35,4,3,1,83,2,5,1,18,8,3
85,35,4,3,2,84,2,7,1,18,8,3
85,35,4,3,3,86,2,7,1,18,8,3
85,35,4,4,1,83,2,6,1,18,8,3
85,35,4,4,2,84,2,6.333333333,1,18,8,3
85,35,4,4,3,86,2,7,1,18,8,3
85,35,4,5,1,83,2,4.75,1,18,8,3
85,35,4,5,2,84,2,7,1,18,8,3
85,35,4,5,3,86,2,7,1,18,8,3
86,35,4,1,1,83,2,6,1,18,4,3
86,35,4,1,2,84,2,6,1,18,4,3
86,35,4,1,3,85,2,6,1,18,4,3
86,35,4,3,1,83,2,6,1,18,4,3
86,35,4,3,2,84,2,6,1,18,4,3
86,35,4,3,3,85,2,6,1,18,4,3
86,35,4,4,1,83,2,7,1,18,4,3
86,35,4,4,2,84,2,7,1,18,4,3
86,35,4,4,3,85,2,7,1,18,4,3
86,35,4,5,1,83,2,7,1,18,4,3
86,35,4,5,2,84,2,7,1,18,4,3
86,35,4,5,3,85,2,7,1,18,4,3
87,36,4,1,1,88,2,2.75,1,18,1,3
87,36,4,1,2,89,2,6,1,18,1,3
87,36,4,1,3,90,2,4.25,1,18,1,3
87,36,4,2,1,88,2,4.666666667,1,18,1,3
87,36,4,2,2,89,2,3,1,18,1,3
87,36,4,2,3,90,2,1,1,18,1,3
87,36,4,3,1,88,2,3,1,18,1,3
87,36,4,3,2,89,2,1,1,18,1,3
87,36,4,3,3,90,2,4,1,18,1,3
87,36,4,4,1,88,2,1,1,18,1,3
87,36,4,4,2,89,2,1,1,18,1,3
87,36,4,4,3,90,2,1,1,18,1,3
87,36,4,5,1,88,2,1.25,1,18,1,3
87,36,4,5,2,89,2,1.25,1,18,1,3
87,36,4,5,3,90,2,1,1,18,1,3
88,36,4,1,2,89,2,3.75,1,18,4,3
88,36,4,1,3,90,2,4.25,1,18,4,3
88,36,4,2,2,89,2,4,1,18,4,3
88,36,4,2,3,90,2,4,1,18,4,3
88,36,4,3,2,89,2,4,1,18,4,3
88,36,4,3,3,90,2,4,1,18,4,3
88,36,4,4,2,89,2,5,1,18,4,3
88,36,4,4,3,90,2,4,1,18,4,3
88,36,4,5,2,89,2,4.25,1,18,4,3
88,36,4,5,3,90,2,4.25,1,18,4,3
89,36,4,1,1,88,2,3,0,18,1,3
89,36,4,1,2,87,2,5,0,18,1,3
89,36,4,1,3,90,2,4,0,18,1,3
89,36,4,2,1,88,2,4,0,18,1,3
89,36,4,2,2,87,2,4,0,18,1,3
89,36,4,2,3,90,2,4,0,18,1,3
91,37,5,1,1,92,2,4,0,18,2,3
91,37,5,1,2,94,2,5,0,18,2,3
91,37,5,1,3,93,2,4.75,0,18,2,3
91,37,5,2,1,92,2,3,0,18,2,3
91,37,5,2,2,94,2,3.666666667,0,18,2,3
91,37,5,2,3,93,2,4,0,18,2,3
91,37,5,3,1,92,2,4.333333333,0,18,2,3
91,37,5,3,2,94,2,1,0,18,2,3
91,37,5,3,3,93,2,4,0,18,2,3
91,37,5,4,1,92,2,3.666666667,0,18,2,3
91,37,5,4,2,94,2,5.333333333,0,18,2,3
91,37,5,4,3,93,2,3.333333333,0,18,2,3
91,37,5,5,1,92,2,4.25,0,18,2,3
91,37,5,5,2,94,2,3,0,18,2,3
91,37,5,5,3,93,2, ,0,18,2,3
92,37,5,1,1,91,2,7,1,18,8,3
92,37,5,1,2,94,2,7,1,18,8,3
92,37,5,1,3,93,2,7,1,18,8,3
92,37,5,2,1,91,2,5,1,18,8,3
92,37,5,2,2,94,2,2,1,18,8,3
92,37,5,2,3,93,2,6,1,18,8,3
92,37,5,3,1,91,2,4.666666667,1,18,8,3
92,37,5,3,2,94,2,1,1,18,8,3
92,37,5,3,3,93,2,4,1,18,8,3
92,37,5,4,1,91,2,5,1,18,8,3
92,37,5,4,2,94,2,1,1,18,8,3
92,37,5,4,3,93,2,5,1,18,8,3
92,37,5,5,1,91,2,5.75,1,18,8,3
92,37,5,5,2,94,2,1,1,18,8,3
92,37,5,5,3,93,2,5,1,18,8,3
93,37,5,1,1,91,2,5,0,18,8,3
93,37,5,1,2,92,2,3.5,0,18,8,3
93,37,5,1,3,94,2,3.5,0,18,8,3
93,37,5,1,4,95,2,4,0,18,8,3
93,37,5,2,1,91,2,4.333333333,0,18,8,3
93,37,5,2,2,92,2,3,0,18,8,3
93,37,5,2,3,94,2,3,0,18,8,3
93,37,5,2,4,95,2,5.333333333,0,18,8,3
93,37,5,3,1,91,2,5,0,18,8,3
93,37,5,3,2,92,2,4,0,18,8,3
93,37,5,3,3,94,2,1,0,18,8,3
93,37,5,4,1,91,2,4,0,18,8,3
93,37,5,4,2,92,2,3,0,18,8,3
93,37,5,4,3,94,2,1.666666667,0,18,8,3
93,37,5,5,1,91,2,6,0,18,8,3
93,37,5,5,2,92,2,5,0,18,8,3
93,37,5,5,3,94,2, ,0,18,8,3
93,37,5,5,4,95,2,2,0,18,8,3
94,37,5,1,1, ,2,3,0,19,1,3
94,37,5,1,2, ,2,2,0,19,1,3
94,37,5,1,3, ,2,1,0,19,1,3
94,37,5,1,4, ,2,1.666666667,0,19,1,3
96,38,5,1,1,98,2,5.5,0,18,1,1
96,38,5,1,2,97,2,3.25,0,18,1,1
96,38,5,1,3,99,2,6,0,18,1,1
96,38,5,1,4, ,2,2.333333333,0,18,1,1
96,38,5,2,1,98,2,5.666666667,0,18,1,1
96,38,5,2,2,97,2,3.333333333,0,18,1,1
96,38,5,2,3,99,2,5,0,18,1,1
96,38,5,2,4, ,2,3,0,18,1,1
96,38,5,3,1,98,2,6,0,18,1,1
96,38,5,3,2,97,2,2,0,18,1,1
96,38,5,3,3,99,2,6,0,18,1,1
96,38,5,3,4, ,2,2.666666667,0,18,1,1
96,38,5,4,1,98,2,6,0,18,1,1
96,38,5,4,2,97,2,2,0,18,1,1
96,38,5,4,3,99,2,6,0,18,1,1
96,38,5,4,4, ,2,2,0,18,1,1
96,38,5,5,1,98,2,6,0,18,1,1
96,38,5,5,2,97,2,4.25,0,18,1,1
96,38,5,5,3,99,2, ,0,18,1,1
96,38,5,5,4, ,2,3.5,0,18,1,1
97,38,5,1,1,98,2,5,0,19,4,1
97,38,5,1,2,96,2,4.25,0,19,4,1
97,38,5,1,3,99,2,5.25,0,19,4,1
97,38,5,1,4, ,2,4.666666667,0,19,4,1
97,38,5,2,1,98,2,5,0,19,4,1
97,38,5,2,2,96,2,4,0,19,4,1
97,38,5,2,3,99,2,5,0,19,4,1
97,38,5,2,4, ,2,5,0,19,4,1
97,38,5,3,1,98,2,4,0,19,4,1
97,38,5,3,2,96,2,4.333333333,0,19,4,1
97,38,5,3,3,99,2,6,0,19,4,1
97,38,5,3,4, ,2,4.666666667,0,19,4,1
97,38,5,4,1,98,2,5,0,19,4,1
97,38,5,4,2,96,2,3,0,19,4,1
97,38,5,4,3,99,2,6,0,19,4,1
97,38,5,4,4, ,2,5,0,19,4,1
97,38,5,5,1,98,2,5.5,0,19,4,1
97,38,5,5,2,96,2,4.75,0,19,4,1
97,38,5,5,3,99,2, ,0,19,4,1
97,38,5,5,4, ,2,4.25,0,19,4,1
98,38,5,1,1,97,2,6,0,18,8,1
98,38,5,1,2,96,2,5,0,18,8,1
98,38,5,1,3,99,2,6.25,0,18,8,1
98,38,5,1,4, ,2,6,0,18,8,1
98,38,5,2,1,97,2,5,0,18,8,1
98,38,5,2,2,96,2,6,0,18,8,1
98,38,5,2,3,99,2,6,0,18,8,1
98,38,5,2,4, ,2,6,0,18,8,1
98,38,5,3,1,97,2,6,0,18,8,1
98,38,5,3,2,96,2,6,0,18,8,1
98,38,5,3,3,99,2,6,0,18,8,1
98,38,5,3,4, ,2,5,0,18,8,1
98,38,5,4,1,97,2,5,0,18,8,1
98,38,5,4,2,96,2,7,0,18,8,1
98,38,5,4,3,99,2,6,0,18,8,1
98,38,5,4,4, ,2,5,0,18,8,1
98,38,5,5,1,97,2,5.75,0,18,8,1
98,38,5,5,2,96,2,6.25,0,18,8,1
98,38,5,5,3,99,2, ,0,18,8,1
98,38,5,5,4, ,2,3.75,0,18,8,1
99,38,5,1,1,98,2,6,1,18,1,1
99,38,5,1,2,97,2,6,1,18,1,1
99,38,5,1,3,96,2,6,1,18,1,1
99,38,5,1,4, ,2,6,1,18,1,1
99,38,5,2,1,98,2,6.666666667,1,18,1,1
99,38,5,2,2,97,2,6.666666667,1,18,1,1
99,38,5,2,3,96,2,6.333333333,1,18,1,1
99,38,5,2,4, ,2,6.666666667,1,18,1,1
99,38,5,3,1,98,2,6,1,18,1,1
99,38,5,3,2,97,2,6,1,18,1,1
99,38,5,3,3,96,2,6,1,18,1,1
99,38,5,3,4, ,2,5.666666667,1,18,1,1
99,38,5,4,1,98,2,7,1,18,1,1
99,38,5,4,2,97,2,6,1,18,1,1
99,38,5,4,3,96,2,6,1,18,1,1
99,38,5,4,4, ,2,6,1,18,1,1
99,38,5,5,1,98,2,7,1,18,1,1
99,38,5,5,2,97,2,6.5,1,18,1,1
99,38,5,5,3,96,2,7,1,18,1,1
99,38,5,5,4, ,2,5.25,1,18,1,1
101,39,5,1,1,103,2,5.75,1,19,4,1
101,39,5,1,2,102,2,2,1,19,4,1
101,39,5,1,3,104,2,5,1,19,4,1
101,39,5,1,4,105,2,3,1,19,4,1
101,39,5,2,1,103,2,6,1,19,4,1
101,39,5,2,2,102,2,2,1,19,4,1
101,39,5,2,3,104,2,6,1,19,4,1
101,39,5,2,4,105,2,4,1,19,4,1
101,39,5,3,1,103,2,6,1,19,4,1
101,39,5,3,2,102,2,6,1,19,4,1
101,39,5,3,3,104,2,5,1,19,4,1
101,39,5,3,4,105,2,6,1,19,4,1
101,39,5,4,1,103,2,6,1,19,4,1
101,39,5,4,2,102,2,6,1,19,4,1
101,39,5,4,3,104,2,5,1,19,4,1
101,39,5,4,4,105,2,6,1,19,4,1
101,39,5,5,1,103,2,7,1,19,4,1
101,39,5,5,2,102,2,7,1,19,4,1
101,39,5,5,3,104,2,7,1,19,4,1
101,39,5,5,4,105,2,7,1,19,4,1
102,39,5,1,1,103,2,3,1,18,1,1
102,39,5,1,2,101,2,3.25,1,18,1,1
102,39,5,1,3,104,2,5.25,1,18,1,1
102,39,5,1,4,105,2,3,1,18,1,1
102,39,5,2,1,103,2,3,1,18,1,1
102,39,5,2,2,101,2,4,1,18,1,1
102,39,5,2,3,104,2,5,1,18,1,1
102,39,5,2,4,105,2,3,1,18,1,1
102,39,5,3,1,103,2,2,1,18,1,1
102,39,5,3,2,101,2,6,1,18,1,1
102,39,5,3,3,104,2,5,1,18,1,1
102,39,5,3,4,105,2,4.333333333,1,18,1,1
102,39,5,4,1,103,2,2,1,18,1,1
102,39,5,4,2,101,2,5.666666667,1,18,1,1
102,39,5,4,3,104,2,5,1,18,1,1
102,39,5,4,4,105,2,3.666666667,1,18,1,1
102,39,5,5,1,103,2,2.25,1,18,1,1
102,39,5,5,2,101,2,5.25,1,18,1,1
102,39,5,5,3,104,2,4.75,1,18,1,1
102,39,5,5,4,105,2,4.5,1,18,1,1
103,39,5,1,1,101,2,4,1,19,4,1
103,39,5,1,2,102,2,4,1,19,4,1
103,39,5,1,3,104,2,4.25,1,19,4,1
103,39,5,1,4,105,2,2.333333333,1,19,4,1
103,39,5,2,1,101,2,5,1,19,4,1
103,39,5,2,2,102,2,4,1,19,4,1
103,39,5,2,3,104,2,5,1,19,4,1
103,39,5,2,4,105,2,3.333333333,1,19,4,1
103,39,5,3,1,101,2,4,1,19,4,1
103,39,5,3,2,102,2,2,1,19,4,1
103,39,5,3,3,104,2,3,1,19,4,1
103,39,5,3,4,105,2,2,1,19,4,1
103,39,5,4,1,101,2,4.333333333,1,19,4,1
103,39,5,4,2,102,2,1,1,19,4,1
103,39,5,4,3,104,2,2.333333333,1,19,4,1
103,39,5,4,4,105,2,1.333333333,1,19,4,1
103,39,5,5,1,101,2,6.25,1,19,4,1
103,39,5,5,2,102,2,1.25,1,19,4,1
103,39,5,5,3,104,2,1.5,1,19,4,1
103,39,5,5,4,105,2,1,1,19,4,1
104,39,5,1,1,103,2,5.5,0,19,3,1
104,39,5,1,2,101,2,6.25,0,19,3,1
104,39,5,1,3,102,2,4,0,19,3,1
104,39,5,1,4,105,2,4,0,19,3,1
104,39,5,2,1,103,2,5,0,19,3,1
104,39,5,2,2,101,2,6,0,19,3,1
104,39,5,2,3,102,2,4,0,19,3,1
104,39,5,2,4,105,2,4,0,19,3,1
104,39,5,3,1,103,2,4,0,19,3,1
104,39,5,3,2,101,2,7,0,19,3,1
104,39,5,3,3,102,2,4.666666667,0,19,3,1
104,39,5,3,4,105,2,5.333333333,0,19,3,1
104,39,5,4,1,103,2,4.333333333,0,19,3,1
104,39,5,4,2,101,2,5.666666667,0,19,3,1
104,39,5,4,3,102,2,5,0,19,3,1
104,39,5,4,4,105,2,4.666666667,0,19,3,1
104,39,5,5,1,103,2,4.25,0,19,3,1
104,39,5,5,2,101,2,6.25,0,19,3,1
104,39,5,5,3,102,2, ,0,19,3,1
104,39,5,5,4,105,2,4.25,0,19,3,1
105,39,5,1,1,103,2,4,0,19,1,1
105,39,5,1,2,101,2,4,0,19,1,1
105,39,5,1,3,102,2,5,0,19,1,1
105,39,5,1,4,104,2,4,0,19,1,1
105,39,5,5,1,103,2,3.25,0,19,1,1
105,39,5,5,2,101,2,5,0,19,1,1
105,39,5,5,3,102,2, ,0,19,1,1
105,39,5,5,4,104,2,4,0,19,1,1
106,40,5,1,1, ,2,4.75,1,19,3,3
106,40,5,1,2,107,2,5,1,19,3,3
106,40,5,1,3, ,2,4,1,19,3,3
106,40,5,2,1, ,2,5,1,19,3,3
106,40,5,2,2,107,2,6,1,19,3,3
106,40,5,2,3, ,2,6,1,19,3,3
106,40,5,3,1, ,2,3.333333333,1,19,3,3
106,40,5,3,2,107,2,7,1,19,3,3
106,40,5,3,3, ,2,5.666666667,1,19,3,3
106,40,5,4,1, ,2,5,1,19,3,3
106,40,5,4,2,107,2,6,1,19,3,3
106,40,5,4,3, ,2,5,1,19,3,3
106,40,5,5,1, ,2,5.5,1,19,3,3
106,40,5,5,2,107,2,7,1,19,3,3
106,40,5,5,3, ,2,6.25,1,19,3,3
107,40,5,1,1,106,2,2,1,18,1,3
107,40,5,1,2, ,2,5.75,1,18,1,3
107,40,5,1,3, ,2,6,1,18,1,3
107,40,5,3,1,106,2,7,1,18,1,3
107,40,5,3,2, ,2,7,1,18,1,3
107,40,5,3,3, ,2,7,1,18,1,3
107,40,5,4,1,106,2,7,1,18,1,3
107,40,5,4,2, ,2,7,1,18,1,3
107,40,5,4,3, ,2,7,1,18,1,3
107,40,5,5,1,106,2,7,1,18,1,3
107,40,5,5,2, ,2,7,1,18,1,3
107,40,5,5,3, ,2,7,1,18,1,3
113,17,5,1,1, ,2,4.75,,18,1,3
113,17,5,3,1, ,2,2.666666667,,18,1,3
113,17,5,4,1, ,2,2,,18,1,3
114,41,2,1,1, ,2,4.75,, , , 
