pid,gid,gsize,time,friend,fid,self_other,liking,incentive,age,race,sex
96,38,5,2,1,98,1,6,0,18,1,1
96,38,5,2,2,97,1,4,0,18,1,1
96,38,5,2,3,99,1,5.333333333,0,18,1,1
96,38,5,2,4, ,1,4,0,18,1,1
96,38,5,3,1,98,1,7,0,18,1,1
96,38,5,3,2,97,1,5,0,18,1,1
96,38,5,3,3,99,1,6,0,18,1,1
96,38,5,3,4, ,1,5,0,18,1,1
96,38,5,4,1,98,1,7,0,18,1,1
96,38,5,4,2,97,1,5,0,18,1,1
96,38,5,4,3,99,1,7,0,18,1,1
96,38,5,4,4, ,1,5,0,18,1,1
96,38,5,5,1,98,1,7,0,18,1,1
96,38,5,5,2,97,1,5.25,0,18,1,1
96,38,5,5,3,99,1,7,0,18,1,1
96,38,5,5,4, ,1,5,0,18,1,1
97,38,5,1,1,98,1,5,0,19,4,1
97,38,5,1,2,96,1,4.75,0,19,4,1
97,38,5,1,3,99,1,6,0,19,4,1
97,38,5,1,4, ,1,4.666666667,0,19,4,1
97,38,5,2,1,98,1,4.666666667,0,19,4,1
97,38,5,2,2,96,1,3.666666667,0,19,4,1
97,38,5,2,3,99,1,5,0,19,4,1
97,38,5,2,4, ,1,5.666666667,0,19,4,1
97,38,5,3,1,98,1,3.333333333,0,19,4,1
97,38,5,3,2,96,1,3.666666667,0,19,4,1
97,38,5,3,3,99,1,5,0,19,4,1
97,38,5,3,4, ,1,5,0,19,4,1
97,38,5,4,1,98,1,4.666666667,0,19,4,1
97,38,5,4,2,96,1,3.333333333,0,19,4,1
97,38,5,4,3,99,1,4.666666667,0,19,4,1
97,38,5,4,4, ,1,4.666666667,0,19,4,1
97,38,5,5,1,98,1,5.5,0,19,4,1
97,38,5,5,2,96,1,4.25,0,19,4,1
97,38,5,5,3,99,1,6.25,0,19,4,1
97,38,5,5,4, ,1,5.75,0,19,4,1
98,38,5,1,1,97,1,5,0,18,8,1
98,38,5,1,2,96,1,5,0,18,8,1
98,38,5,1,3,99,1,6.25,0,18,8,1
98,38,5,1,4, ,1,6,0,18,8,1
98,38,5,2,1,97,1,5,0,18,8,1
98,38,5,2,2,96,1,5.333333333,0,18,8,1
98,38,5,2,3,99,1,6,0,18,8,1
98,38,5,2,4, ,1,5,0,18,8,1
98,38,5,3,1,97,1,5.333333333,0,18,8,1
98,38,5,3,2,96,1,6,0,18,8,1
98,38,5,3,3,99,1,6,0,18,8,1
98,38,5,3,4, ,1,5,0,18,8,1
98,38,5,4,1,97,1,5,0,18,8,1
98,38,5,4,2,96,1,6,0,18,8,1
98,38,5,4,3,99,1,6,0,18,8,1
98,38,5,4,4, ,1,5,0,18,8,1
98,38,5,5,1,97,1,4.25,0,18,8,1
98,38,5,5,2,96,1,4.75,0,18,8,1
98,38,5,5,3,99,1,6,0,18,8,1
98,38,5,5,4, ,1,4.25,0,18,8,1
99,38,5,1,1,98,1,7,1,18,1,1
99,38,5,1,2,97,1,7,1,18,1,1
99,38,5,1,3,96,1,7,1,18,1,1
99,38,5,1,4, ,1,7,1,18,1,1
99,38,5,2,1,98,1,6.666666667,1,18,1,1
99,38,5,2,2,97,1,6.666666667,1,18,1,1
99,38,5,2,3,96,1,6.333333333,1,18,1,1
99,38,5,2,4, ,1,6.666666667,1,18,1,1
99,38,5,3,1,98,1,7,1,18,1,1
99,38,5,3,2,97,1,7,1,18,1,1
99,38,5,3,3,96,1,6,1,18,1,1
99,38,5,3,4, ,1,5.666666667,1,18,1,1
99,38,5,4,1,98,1,5.333333333,1,18,1,1
99,38,5,4,2,97,1,6,1,18,1,1
99,38,5,4,3,96,1,6,1,18,1,1
99,38,5,4,4, ,1,6,1,18,1,1
99,38,5,5,1,98,1,7,1,18,1,1
99,38,5,5,2,97,1,6.25,1,18,1,1
99,38,5,5,3,96,1,4.25,1,18,1,1
99,38,5,5,4, ,1,6.25,1,18,1,1
101,39,5,1,1,103,1,6.25,1,19,4,1
101,39,5,1,2,102,1,4.75,1,19,4,1
101,39,5,1,3,104,1,6.5,1,19,4,1
101,39,5,1,4,105,1,6,1,19,4,1
101,39,5,2,1,103,1,6,1,19,4,1
101,39,5,2,2,102,1,5,1,19,4,1
101,39,5,2,3,104,1,6,1,19,4,1
101,39,5,2,4,105,1,6,1,19,4,1
101,39,5,3,1,103,1,7,1,19,4,1
101,39,5,3,2,102,1,6.333333333,1,19,4,1
101,39,5,3,3,104,1,7,1,19,4,1
101,39,5,3,4,105,1,6.666666667,1,19,4,1
101,39,5,4,1,103,1,6,1,19,4,1
101,39,5,4,2,102,1,5.666666667,1,19,4,1
101,39,5,4,3,104,1,6,1,19,4,1
101,39,5,4,4,105,1,6,1,19,4,1
101,39,5,5,1,103,1,6.75,1,19,4,1
101,39,5,5,2,102,1,5,1,19,4,1
101,39,5,5,3,104,1,6,1,19,4,1
101,39,5,5,4,105,1,6,1,19,4,1
102,39,5,1,1,103,1,4.25,1,18,1,1
102,39,5,1,2,101,1,3.5,1,18,1,1
102,39,5,1,3,104,1,7,1,18,1,1
102,39,5,1,4,105,1,4.333333333,1,18,1,1
102,39,5,2,1,103,1,4,1,18,1,1
102,39,5,2,2,101,1,4,1,18,1,1
102,39,5,2,3,104,1,5,1,18,1,1
102,39,5,2,4,105,1,3.333333333,1,18,1,1
102,39,5,3,1,103,1,2,1,18,1,1
102,39,5,3,2,101,1,6,1,18,1,1
102,39,5,3,3,104,1,6,1,18,1,1
102,39,5,3,4,105,1,7,1,18,1,1
102,39,5,4,1,103,1,4.333333333,1,18,1,1
102,39,5,4,2,101,1,6,1,18,1,1
102,39,5,4,3,104,1,5,1,18,1,1
102,39,5,4,4,105,1,5,1,18,1,1
102,39,5,5,1,103,1,2,1,18,1,1
102,39,5,5,2,101,1,5.75,1,18,1,1
102,39,5,5,3,104,1,5,1,18,1,1
102,39,5,5,4,105,1,6,1,18,1,1
103,39,5,1,1,101,1,4.75,1,19,4,1
103,39,5,1,2,102,1,4.5,1,19,4,1
103,39,5,1,3,104,1,5.25,1,19,4,1
103,39,5,1,4,105,1,4.666666667,1,19,4,1
103,39,5,2,1,101,1,5.666666667,1,19,4,1
103,39,5,2,2,102,1,4,1,19,4,1
103,39,5,2,3,104,1,4.666666667,1,19,4,1
103,39,5,2,4,105,1,4.666666667,1,19,4,1
103,39,5,3,1,101,1,4,1,19,4,1
103,39,5,3,2,102,1,1.666666667,1,19,4,1
103,39,5,3,3,104,1,3,1,19,4,1
103,39,5,3,4,105,1,3.666666667,1,19,4,1
103,39,5,4,1,101,1,4.666666667,1,19,4,1
103,39,5,4,2,102,1,1,1,19,4,1
103,39,5,4,3,104,1,2.333333333,1,19,4,1
103,39,5,4,4,105,1,3.666666667,1,19,4,1
103,39,5,5,1,101,1,5,1,19,4,1
103,39,5,5,2,102,1,1,1,19,4,1
103,39,5,5,3,104,1,1.75,1,19,4,1
103,39,5,5,4,105,1,1.25,1,19,4,1
104,39,5,1,1,103,1,6,0,19,3,1
104,39,5,1,2,101,1,6.75,0,19,3,1
104,39,5,1,3,102,1,5.25,0,19,3,1
104,39,5,1,4,105,1,5.333333333,0,19,3,1
104,39,5,2,1,103,1,5.666666667,0,19,3,1
104,39,5,2,2,101,1,6.333333333,0,19,3,1
104,39,5,2,3,102,1,4.666666667,0,19,3,1
104,39,5,2,4,105,1,4.666666667,0,19,3,1
104,39,5,3,1,103,1,6,0,19,3,1
104,39,5,3,2,101,1,6,0,19,3,1
104,39,5,3,3,102,1,5,0,19,3,1
104,39,5,3,4,105,1,5.666666667,0,19,3,1
104,39,5,4,1,103,1,5.333333333,0,19,3,1
104,39,5,4,2,101,1,6.333333333,0,19,3,1
104,39,5,4,3,102,1,5.333333333,0,19,3,1
104,39,5,4,4,105,1,5.333333333,0,19,3,1
104,39,5,5,1,103,1,4.25,0,19,3,1
104,39,5,5,2,101,1,6,0,19,3,1
104,39,5,5,3,102,1,5.25,0,19,3,1
104,39,5,5,4,105,1,5.5,0,19,3,1
105,39,5,1,1,103,1,3.75,0,19,1,1
105,39,5,1,2,101,1,5,0,19,1,1
105,39,5,1,3,102,1,4.75,0,19,1,1
105,39,5,1,4,104,1,4.666666667,0,19,1,1
105,39,5,5,1,103,1,2,0,19,1,1
105,39,5,5,2,101,1,5,0,19,1,1
105,39,5,5,3,102,1,5,0,19,1,1
105,39,5,5,4,104,1,4.25,0,19,1,1
106,40,5,1,1, ,1,6,1,19,3,3
106,40,5,1,2,107,1,4.5,1,19,3,3
106,40,5,1,3, ,1,4.25,1,19,3,3
106,40,5,2,1, ,1,5.666666667,1,19,3,3
106,40,5,2,2,107,1,7,1,19,3,3
106,40,5,2,3, ,1,6,1,19,3,3
106,40,5,3,1, ,1,4,1,19,3,3
106,40,5,3,2,107,1,7,1,19,3,3
106,40,5,3,3, ,1,5.333333333,1,19,3,3
106,40,5,4,1, ,1,4,1,19,3,3
106,40,5,4,2,107,1,6,1,19,3,3
106,40,5,4,3, ,1,5,1,19,3,3
106,40,5,5,1, ,1,4,1,19,3,3
106,40,5,5,2,107,1,6,1,19,3,3
106,40,5,5,3, ,1,5,1,19,3,3
107,40,5,1,1,106,1,2,1,18,1,3
107,40,5,1,2, ,1,6.5,1,18,1,3
107,40,5,1,3, ,1,5.75,1,18,1,3
107,40,5,3,1,106,1,7,1,18,1,3
107,40,5,3,2, ,1,7,1,18,1,3
107,40,5,3,3, ,1,7,1,18,1,3
107,40,5,4,1,106,1,7,1,18,1,3
107,40,5,4,2, ,1,7,1,18,1,3
107,40,5,4,3, ,1,7,1,18,1,3
107,40,5,5,1,106,1,7,1,18,1,3
107,40,5,5,2, ,1,7,1,18,1,3
107,40,5,5,3, ,1,7,1,18,1,3
113,17,5,1,1, ,1,5.25, ,18,1,3
113,17,5,3,1, ,1,2.666666667, ,18,1,3
113,17,5,4,1, ,1,2.333333333, ,18,1,3
114,41,2,1,1, ,1,5, , , , 
1,1,2,1,1,2,2,6,1,18,1,1
1,1,2,2,1,2,2,5,1,18,1,1
1,1,2,3,1,2,2,4,1,18,1,1
1,1,2,4,1,2,2,3,1,18,1,1
1,1,2,5,1,2,2,2.25,1,18,1,1
2,1,2,1,1,1,2,5.75,1,18,1,1
2,1,2,2,1,1,2,5.333333333,1,18,1,1
2,1,2,3,1,1,2,4,1,18,1,1
2,1,2,4,1,1,2,4,1,18,1,1
2,1,2,5,1,1,2,4.5,1,18,1,1
4,2,2,1,1,3,2,3,0,19,1,1
4,2,2,2,1, ,2, ,0,19,1,1
4,2,2,3,1,3,2,2,0,19,1,1
4,2,2,4,1,3,2,4,0,19,1,1
4,2,2,5,1,3,2,3,0,19,1,1
5,3,2,1,1,6,2,4.75,0,19,1,1
5,3,2,2,1,6,2,3.666666667,0,19,1,1
5,3,2,3,1,6,2,4.333333333,0,19,1,1
5,3,2,4,1,6,2,4,0,19,1,1
5,3,2,5,1,6,2,2.5,0,19,1,1
6,3,2,1,1,5,2,5.25,1,18,1,1
6,3,2,2,1,5,2,5,1,18,1,1
6,3,2,3,1,5,2,4.666666667,1,18,1,1
6,3,2,4,1,5,2,4,1,18,1,1
6,3,2,5,1,5,2,5,1,18,1,1
7,4,2,1,1,8,2,3,0,18,1,3
7,4,2,3,1,8,2,4,0,18,1,3
7,4,2,4,1,8,2,4,0,18,1,3
7,4,2,5,1,8,2,3.25,0,18,1,3
9,5,2,1,1,10,2,4,0,18,4,3
9,5,2,3,1,10,2,4,0,18,4,3
9,5,2,4,1,10,2,4,0,18,4,3
9,5,2,5,1,10,2,3.5,0,18,4,3
10,5,2,1,1,9,2,2.75,0,18,3,1
10,5,2,3,1,9,2,1.666666667,0,18,3,1
10,5,2,4,1,9,2,2,0,18,3,1
11,6,2,1,1,12,2,2.25,1,18,1,1
11,6,2,3,1,12,2,2,1,18,1,1
11,6,2,4,1,12,2,4,1,18,1,1
11,6,2,5,1,12,2,3.75,1,18,1,1
12,6,2,1,1,11,2,3.25,1,18,3,1
12,6,2,2,1, ,2, ,1,18,3,1
12,6,2,3,1,11,2,1.666666667,1,18,3,1
12,6,2,4,1,11,2,1,1,18,3,1
12,6,2,5,1,11,2,2.5,1,18,3,1
13,7,2,1,1,14,2,1,1,18,4,1
13,7,2,2,1,14,2,1,1,18,4,1
13,7,2,4,1,14,2,1,1,18,4,1
13,7,2,5,1,14,2,3,1,18,4,1
14,7,2,1,1,13,2,4.5,0,19,7,3
14,7,2,2,1,13,2,4,0,19,7,3
14,7,2,3,1,13,2,5,0,19,7,3
14,7,2,4,1,13,2,5,0,19,7,3
14,7,2,5,1,13,2,4.25,0,19,7,3
15,8,2,1,1,16,2,4.5,0,18,4,1
15,8,2,2,1,16,2,4,0,18,4,1
15,8,2,3,1,16,2,4,0,18,4,1
15,8,2,4,1,16,2,4,0,18,4,1
15,8,2,5,1,16,2,6,0,18,4,1
16,8,2,1,1,15,2,4.75,0,18,1,1
16,8,2,2,1,15,2,4,0,18,1,1
16,8,2,3,1,15,2,4.333333333,0,18,1,1
16,8,2,4,1,15,2,4,0,18,1,1
16,8,2,5,1,15,2,3,0,18,1,1
17,9,2,1,1,18,2,4.75,1,18,1,3
17,9,2,2,1,18,2,5,1,18,1,3
17,9,2,3,1,18,2,4,1,18,1,3
17,9,2,4,1,18,2,4,1,18,1,3
17,9,2,5,1,18,2,5,1,18,1,3
18,9,2,1,1,17,2,7,0,18,4,3
18,9,2,2,1,17,2,7,0,18,4,3
18,9,2,3,1,17,2,7,0,18,4,3
18,9,2,4,1,17,2,7,0,18,4,3
18,9,2,5,1,17,2,7,0,18,4,3
19,10,2,1,1,20,2,5,0,18,4,3
19,10,2,3,1,20,2,5,0,18,4,3
19,10,2,4,1,20,2,6,0,18,4,3
19,10,2,5,1,20,2,5,0,18,4,3
20,10,2,1,1,19,2,4.25,0,18,8,3
20,10,2,2,1,19,2,4.666666667,0,18,8,3
20,10,2,3,1,19,2,4,0,18,8,3
21,11,2,1,1,22,2,7,1,18,8,3
21,11,2,2,1,22,2,6.666666667,1,18,8,3
21,11,2,3,1,22,2,6,1,18,8,3
21,11,2,4,1,22,2,6,1,18,8,3
21,11,2,5,1,22,2,6.75,1,18,8,3
22,11,2,1,1,21,2,6,1,18,1,3
22,11,2,3,1,21,2,5,1,18,1,3
22,11,2,4,1,21,2,5,1,18,1,3
22,11,2,5,1,21,2,4.75,1,18,1,3
23,12,2,1,1,24,2,4,0,19,2,3
23,12,2,3,1,24,2,6.666666667,0,19,2,3
23,12,2,4,1,24,2,5,0,19,2,3
23,12,2,5,1,24,2,4,0,19,2,3
24,12,2,1,1,23,2,4.25,0,18,3,3
24,12,2,2,1, ,2, ,0,18,3,3
25,13,2,1,1,26,2,1.75,0,19,8,1
25,13,2,2,1,26,2,3.333333333,0,19,8,1
25,13,2,3,1,26,2,2.666666667,0,19,8,1
25,13,2,5,1,26,2,3.25,0,19,8,1
26,13,2,1,1,25,2,4,0,18,1,1
26,13,2,2,1,25,2,4,0,18,1,1
26,13,2,3,1,25,2,3,0,18,1,1
26,13,2,4,1,25,2,3,0,18,1,1
26,13,2,5,1,25,2,2.75,0,18,1,1
86,35,4,2,2,84,2,5,1,17,4,3
86,35,4,2,3,85,2,5,1,17,4,3
30,15,2,1,1,29,2,2.25,0,19,1,3
30,15,2,2,1, ,2, ,0,19,1,3
30,15,2,4,1,29,2,4.666666667,0,19,1,3
30,15,2,5,1,29,2,3.75,0,19,1,3
31,18,3,1,1, ,2,5.5,1,18,2,3
31,18,3,1,2,32,2,1,1,18,2,3
31,18,3,2,1, ,2,5,1,18,2,3
31,18,3,2,2,32,2,1,1,18,2,3
31,18,3,3,1, ,2,5,1,18,2,3
31,18,3,3,2,32,2,1,1,18,2,3
31,18,3,4,1, ,2,4,1,18,2,3
31,18,3,4,2,32,2,1,1,18,2,3
31,18,3,5,1, ,2,1,1,18,2,3
32,18,3,1,1,31,2,3.25,0,18,8,3
32,18,3,2,1,31,2,2,0,18,8,3
32,18,3,3,1,31,2,1,0,18,8,3
32,18,3,5,1,31,2,3.75,0,18,8,3
34,19,3,1,1,35,2,4.75,1,18,4,1
34,19,3,1,2, ,2,4,1,18,4,1
34,19,3,2,1,35,2,5,1,18,4,1
34,19,3,2,2, ,2,5,1,18,4,1
34,19,3,3,1,35,2,5,1,18,4,1
34,19,3,3,2, ,2,4.666666667,1,18,4,1
34,19,3,4,1,35,2,5,1,18,4,1
34,19,3,4,2, ,2,4.666666667,1,18,4,1
34,19,3,5,1,35,2,4.5,1,18,4,1
34,19,3,5,2, ,2,2.75,1,18,4,1
35,19,3,1,1,34,2,6.25,0,18,8,1
35,19,3,1,2, ,2,4.25,0,18,8,1
35,19,3,2,1,34,2,7,0,18,8,1
35,19,3,2,2, ,2,3.666666667,0,18,8,1
35,19,3,3,1,34,2,7,0,18,8,1
35,19,3,3,2, ,2,5,0,18,8,1
35,19,3,4,1,34,2,6.666666667,0,18,8,1
35,19,3,4,2, ,2,4.666666667,0,18,8,1
35,19,3,5,1,34,2,5.75,0,18,8,1
35,19,3,5,2, ,2,3.25,0,18,8,1
37,20,3,1,1, ,2, ,0,18,2,3
37,20,3,1,2,38,2, ,0,18,2,3
37,20,3,2,1, ,2,4,0,18,2,3
37,20,3,2,2,38,2,3,0,18,2,3
37,20,3,3,1, ,2,3,0,18,2,3
37,20,3,3,2,38,2,3,0,18,2,3
37,20,3,4,1, ,2,3,0,18,2,3
37,20,3,4,2,38,2,3,0,18,2,3
37,20,3,5,1, ,2,3,0,18,2,3
37,20,3,5,2,38,2,4,0,18,2,3
38,20,3,1,1,37,2,5,1,18,4,3
38,20,3,1,2, ,2,5.5,1,18,4,3
38,20,3,2,1,37,2,5,1,18,4,3
38,20,3,2,2, ,2,5.333333333,1,18,4,3
38,20,3,3,1,37,2,5,1,18,4,3
38,20,3,3,2, ,2,5,1,18,4,3
38,20,3,4,1,37,2,6,1,18,4,3
38,20,3,4,2, ,2,7,1,18,4,3
38,20,3,5,1,37,2,5.75,1,18,4,3
38,20,3,5,2, ,2,7,1,18,4,3
40,21,3,1,1,41,2,5.5,0,19,4,1
40,21,3,1,2, ,2,4.25,0,19,4,1
40,21,3,2,1,41,2,2.666666667,0,19,4,1
40,21,3,2,2, ,2,5.666666667,0,19,4,1
40,21,3,3,1,41,2,5,0,19,4,1
40,21,3,3,2, ,2,4.333333333,0,19,4,1
40,21,3,4,1,41,2,3,0,19,4,1
40,21,3,4,2, ,2,5,0,19,4,1
40,21,3,5,1,41,2,5.25,0,19,4,1
40,21,3,5,2, ,2,5.75,0,19,4,1
41,21,3,1,1,40,2,4,0,19,1,1
41,21,3,2,1,40,2,2.333333333,0,19,1,1
41,21,3,3,1,40,2,4.666666667,0,19,1,1
41,21,3,4,1,40,2,3.666666667,0,19,1,1
41,21,3,5,1,40,2,4.75,0,19,1,1
43,22,3,1,1,44,2,3.5,0,18,2,1
43,22,3,1,2, ,2,4.75,0,18,2,1
43,22,3,2,1,44,2,2,0,18,2,1
43,22,3,2,2, ,2,2,0,18,2,1
43,22,3,3,1,44,2,1,0,18,2,1
43,22,3,3,2, ,2,4,0,18,2,1
43,22,3,4,1,44,2,1,0,18,2,1
43,22,3,4,2, ,2,5,0,18,2,1
43,22,3,5,1,44,2,1,0,18,2,1
43,22,3,5,2, ,2,4,0,18,2,1
44,22,3,1,1, ,2,2,0,19,1,1
44,22,3,1,2, ,2,1.5,0,19,1,1
46,23,3,1,2, ,2,2.25,1,18,3,1
46,23,3,2,2, ,2,4.333333333,1,18,3,1
46,23,3,3,2, ,2,4.333333333,1,18,3,1
46,23,3,4,2, ,2,4,1,18,3,1
46,23,3,5,2, ,2,4.25,1,18,3,1
49,24,3,1,1,50,2,5,0,19,8,3
49,24,3,1,2, ,2,1.5,0,19,8,3
49,24,3,2,1,50,2,5.666666667,0,19,8,3
49,24,3,2,2, ,2,1,0,19,8,3
49,24,3,4,1,50,2,6.333333333,0,19,8,3
49,24,3,4,2, ,2,1,0,19,8,3
49,24,3,5,1,50,2,6.75,0,19,8,3
49,24,3,5,2, ,2,1.5,0,19,8,3
50,24,3,1,1,49,2,6.75,1,18,4,3
50,24,3,1,2, ,2,3.5,1,18,4,3
50,24,3,2,1,49,2,4.666666667,1,18,4,3
50,24,3,2,2, ,2,4,1,18,4,3
50,24,3,4,1,49,2,5,1,18,4,3
50,24,3,4,2, ,2,3,1,18,4,3
50,24,3,5,1,49,2,6,1,18,4,3
50,24,3,5,2, ,2,3.25,1,18,4,3
52,25,3,1,1,53,2, ,1,18,4,3
52,25,3,1,2, ,2,5,1,18,4,3
52,25,3,2,1,53,2,4,1,18,4,3
52,25,3,2,2, ,2,4,1,18,4,3
52,25,3,3,1,53,2,5,1,18,4,3
52,25,3,3,2, ,2,4,1,18,4,3
52,25,3,4,1,53,2,4,1,18,4,3
52,25,3,4,2, ,2,4,1,18,4,3
52,25,3,5,1,53,2,5,1,18,4,3
52,25,3,5,2, ,2,3,1,18,4,3
53,25,3,1,1,52,2,3,0,18,4,3
53,25,3,1,2, ,2,2,0,18,4,3
53,25,3,2,1,52,2,3,0,18,4,3
53,25,3,2,2, ,2,2,0,18,4,3
53,25,3,5,1,52,2,4,0,18,4,3
53,25,3,5,2, ,2,4,0,18,4,3
55,26,3,1,1,56,2,5.75,0,18,1,1
55,26,3,1,2,57,2, ,0,18,1,1
55,26,3,2,1,56,2,7,0,18,1,1
55,26,3,2,2,57,2,6,0,18,1,1
55,26,3,3,1,56,2,4,0,18,1,1
55,26,3,3,2,57,2,4.333333333,0,18,1,1
55,26,3,4,1,56,2,4,0,18,1,1
55,26,3,4,2,57,2,3,0,18,1,1
55,26,3,5,1,56,2,4.5,0,18,1,1
55,26,3,5,2,57,2,4.5,0,18,1,1
56,26,3,1,1,55,2,2.75,1,18,2,3
56,26,3,2,1,55,2,1,1,18,2,3
56,26,3,4,1,55,2,1,1,18,2,3
56,26,3,5,1,55,2,2,1,18,2,3
57,26,3,1,1,55,2,4,0,18,3,3
57,26,3,1,2,56,2,5.25,0,18,3,3
57,26,3,2,1,55,2,2.333333333,0,18,3,3
57,26,3,2,2,56,2,7,0,18,3,3
57,26,3,3,1,55,2,2,0,18,3,3
57,26,3,3,2,56,2,5,0,18,3,3
57,26,3,4,1,55,2,1,0,18,3,3
57,26,3,4,2,56,2,4.666666667,0,18,3,3
57,26,3,5,1,55,2,2.25,0,18,3,3
57,26,3,5,2,56,2,3.25,0,18,3,3
58,27,3,1,1,59,2,6,0,18,1,1
58,27,3,2,1,59,2,6,0,18,1,1
58,27,3,3,1,59,2,4.666666667,0,18,1,1
58,27,3,4,1,59,2,5,0,18,1,1
58,27,3,5,1,59,2,6,0,18,1,1
59,27,3,1,1,58,2,4,1,19,4,1
59,27,3,1,2,60,2,4,1,19,4,1
59,27,3,2,1,58,2,2.666666667,1,19,4,1
59,27,3,2,2,60,2,2.666666667,1,19,4,1
59,27,3,3,1,58,2,2.333333333,1,19,4,1
59,27,3,3,2,60,2,2.333333333,1,19,4,1
59,27,3,4,1,58,2,1.666666667,1,19,4,1
59,27,3,4,2,60,2,2.333333333,1,19,4,1
59,27,3,5,1,58,2,3,1,19,4,1
59,27,3,5,2,60,2,3.25,1,19,4,1
60,27,3,1,1, ,2,5.5,0,18,1,1
60,27,3,1,2, ,2,5.5,0,18,1,1
61,28,3,1,1,62,2,5.5,1,19,1,1
61,28,3,1,2,63,2,5,1,19,1,1
61,28,3,2,1,62,2,5.666666667,1,19,1,1
61,28,3,2,2,63,2,5,1,19,1,1
61,28,3,3,1,62,2,4.666666667,1,19,1,1
61,28,3,3,2,63,2,5,1,19,1,1
61,28,3,4,1,62,2,5.333333333,1,19,1,1
61,28,3,4,2,63,2,5,1,19,1,1
61,28,3,5,1,62,2,5.75,1,19,1,1
61,28,3,5,2,63,2,5.25,1,19,1,1
63,28,3,1,1,61,2,6,0,20,4,3
63,28,3,1,2,62,2,5.5,0,20,4,3
63,28,3,3,1,61,2,5,0,20,4,3
63,28,3,3,2,62,2,5.666666667,0,20,4,3
63,28,3,4,1,61,2,5.666666667,0,20,4,3
63,28,3,4,2,62,2,6,0,20,4,3
64,29,3,1,1,65,2,5,1,18,4,1
64,29,3,2,1,65,2,5,1,18,4,1
64,29,3,3,1,65,2,4,1,18,4,1
64,29,3,4,1,65,2,2.666666667,1,18,4,1
64,29,3,5,1,65,2,3.5,1,18,4,1
65,29,3,1,1,64,2,2,0,19,4,1
65,29,3,2,1,64,2,2.666666667,0,19,4,1
65,29,3,3,1,64,2,2,0,19,4,1
65,29,3,4,1,64,2,2,0,19,4,1
65,29,3,5,1,64,2,2,0,19,4,1
66,29,3,1,1,64,2,3.5,1,18,4,3
66,29,3,1,2,65,2,3.25,1,18,4,3
66,29,3,2,1,64,2,4.666666667,1,18,4,3
66,29,3,2,2,65,2,6,1,18,4,3
66,29,3,3,1,64,2,4,1,18,4,3
66,29,3,3,2,65,2,4.666666667,1,18,4,3
66,29,3,4,1,64,2,3.333333333,1,18,4,3
66,29,3,4,2,65,2,3.666666667,1,18,4,3
66,29,3,5,1,64,2,4,1,18,4,3
66,29,3,5,2,65,2,4.25,1,18,4,3
67,30,3,1,1,68,2,2.75,0,18,1,3
67,30,3,2,1,68,2,3,0,18,1,3
67,30,3,3,1,68,2,5,0,18,1,3
67,30,3,4,1,68,2,5,0,18,1,3
67,30,3,5,1,68,2,3.25,0,18,1,3
68,30,3,2,3,69,2,4,1,18,1,3
69,30,3,1,2,68,2,4,1,18,3,1
69,30,3,2,2,68,2,2,1,18,3,1
69,30,3,3,2,68,2,2,1,18,3,1
69,30,3,4,2,68,2,3,1,18,3,1
69,30,3,5,2,68,2,1,1,18,3,1
70,31,3,1,2,72,2,3.75,1,18,1,3
70,31,3,3,2,72,2,2.333333333,1,18,1,3
70,31,3,4,2,72,2,1,1,18,1,3
70,31,3,5,2,72,2,5.25,1,18,1,3
71,31,3,1,1,72,2,5.5,1,18,3,1
71,31,3,1,2,70,2,1,1,18,3,1
71,31,3,2,1,72,2,5,1,18,3,1
71,31,3,2,2,70,2,1,1,18,3,1
71,31,3,3,1,72,2,5,1,18,3,1
71,31,3,3,2,70,2,1,1,18,3,1
71,31,3,4,1,72,2,4.666666667,1,18,3,1
71,31,3,4,2,70,2,1,1,18,3,1
71,31,3,5,1,72,2,5,1,18,3,1
71,31,3,5,2,70,2,1,1,18,3,1
72,31,3,1,1,71,2,6.5,0,19,1,3
72,31,3,1,2,70,2,1.25,0,19,1,3
72,31,3,2,1,71,2,5,0,19,1,3
72,31,3,2,2,70,2,1,0,19,1,3
72,31,3,3,1,71,2,1,0,19,1,3
72,31,3,3,2,70,2,5.333333333,0,19,1,3
72,31,3,5,1,71,2,6,0,19,1,3
72,31,3,5,2,70,2,1,0,19,1,3
73,32,3,1,1,74,2,4,0,18,4,3
73,32,3,1,2,75,2,3.5,0,18,4,3
73,32,3,2,1,74,2,4,0,18,4,3
73,32,3,2,2,75,2,2,0,18,4,3
73,32,3,3,1,74,2,4.333333333,0,18,4,3
73,32,3,3,2,75,2,1,0,18,4,3
73,32,3,4,1,74,2,5,0,18,4,3
73,32,3,4,2,75,2,3,0,18,4,3
73,32,3,5,1,74,2,5.75,0,18,4,3
73,32,3,5,2,75,2,1.5,0,18,4,3
74,32,3,1,1,75,2,5,0,18,8,1
74,32,3,1,2,73,2,5,0,18,8,1
74,32,3,2,1,75,2,6,0,18,8,1
74,32,3,2,2,73,2,5,0,18,8,1
74,32,3,3,1, ,2, ,0,18,8,1
74,32,3,4,1,75,2,3.333333333,0,18,8,1
74,32,3,4,2,73,2,5,0,18,8,1
74,32,3,5,1,75,2,6.25,0,18,8,1
74,32,3,5,2,73,2,7,0,18,8,1
75,32,3,1,1,74,2,6,1,19,1,1
75,32,3,1,2,73,2,4.25,1,19,1,1
